BusinessYear,StateCode,IssuerId,SourceName,VersionNum,ImportDate,IssuerId2,FederalTIN,RateEffectiveDate,RateExpirationDate,PlanId,RatingAreaId,Tobacco,Age,IndividualRate,IndividualTobaccoRate,Couple,PrimarySubscriberAndOneDependent,PrimarySubscriberAndTwoDependents,PrimarySubscriberAndThreeOrMoreDependents,CoupleAndOneDependent,CoupleAndTwoDependents,CoupleAndThreeOrMoreDependents,RowNumber
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,33,32,,,,,,,,,119
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,34,32,,,,,,,,,120
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,35,32,,,,,,,,,121
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,36,32,,,,,,,,,122
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,37,32,,,,,,,,,123
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,38,32,,,,,,,,,124
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,39,32,,,,,,,,,125
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,40,32,,,,,,,,,126
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,41,32,,,,,,,,,127
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,42,32,,,,,,,,,128
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,43,32,,,,,,,,,129
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,44,32,,,,,,,,,130
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,45,32,,,,,,,,,131
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,46,32,,,,,,,,,132
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,47,32,,,,,,,,,133
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,48,32,,,,,,,,,134
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,49,32,,,,,,,,,135
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,50,32,,,,,,,,,136
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,51,32,,,,,,,,,137
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,52,32,,,,,,,,,138
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,53,32,,,,,,,,,139
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,54,32,,,,,,,,,140
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,55,32,,,,,,,,,141
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,56,32,,,,,,,,,142
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,57,32,,,,,,,,,143
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,58,32,,,,,,,,,144
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,59,32,,,,,,,,,145
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,60,32,,,,,,,,,146
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,61,32,,,,,,,,,147
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,62,32,,,,,,,,,148
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,63,32,,,,,,,,,149
2014,AK,21989,HIOS,6,3/19/2014 7:06,21989,93-0438772,1/1/2014,12/31/2014,21989AK0010001,Rating Area 3,No Preference,64,32,,,,,,,,,150
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,21,45.89,,,,,,,,,15
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,22,45.89,,,,,,,,,16
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,23,45.89,,,,,,,,,17
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,24,45.89,,,,,,,,,18
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,25,41.48,,,,,,,,,19
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,26,41.48,,,,,,,,,20
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,27,41.48,,,,,,,,,21
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,28,41.48,,,,,,,,,22
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,29,41.48,,,,,,,,,23
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,30,39.87,,,,,,,,,24
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,31,39.87,,,,,,,,,25
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,32,39.87,,,,,,,,,26
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,33,39.87,,,,,,,,,27
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,34,39.87,,,,,,,,,28
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,35,40.9,,,,,,,,,29
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,36,40.9,,,,,,,,,30
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,37,40.9,,,,,,,,,31
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,38,40.9,,,,,,,,,32
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,39,40.9,,,,,,,,,33
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,40,41.71,,,,,,,,,34
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,41,41.71,,,,,,,,,35
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,42,41.71,,,,,,,,,36
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,43,41.71,,,,,,,,,37
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,44,41.71,,,,,,,,,38
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,45,45.23,,,,,,,,,39
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,46,45.23,,,,,,,,,40
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,47,45.23,,,,,,,,,41
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,48,45.23,,,,,,,,,42
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,49,45.23,,,,,,,,,43
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,50,47.95,,,,,,,,,44
2014,AK,38536,HIOS,2,8/1/2013 12:48,38536,35-0472300,1/1/2014,12/31/2014,38536AK0010001,Rating Area 1,No Preference,51,47.95,,,,,,,,,45
